bintang,ulasan,nilai
5,"Game yang sangat menyenangkan ! tapi ada masalah kecil yang saya temukan. terkadang setelah load iklan dari pindah map atau mengambil upah narik di terminal, game berubah menjadi hitam dan terkadang juga frezee ditampilan iklannya. sehingga untuk menormalkannya saya harus keluar dari permainan dan login kembali. untuk update mapnya saya tunggu !",POSITIF
3,mohon maaf sebelumya.saya baru kasih bintang 3 oleh karna itu masih kurang 2 bintang lagi kemungkinan juga masih ada ke kurangan dari itu saya akan memberi tau kekurangan yg di bilang fatal si tidak hanya hampir. 1: tolong perbaiki efek lampu depan dan belakang seperti yg aslinya 2: lengkapi peta semua provinsi 3: perbaiki grafik di dalam game nya agar lebih enak jika di mainkan. 4: tambahin tombol untuk membuka bagasi dan bag mesin belakang. itu saja penilaian saya semoga sukses utk ke depanya,NEGATIF
5,"Bagus sekali!!! Dari segi grafik game ini mengalami kemajuan yah, semakin bagus dan hidup Tapi saya punya saran agar tiang tiang yg di tengah jalan itu kalau di tabrak roboh, Tolong tambahkan lah kesan realistis Animasi masih sedikit kaku Grafik sudah Bagus tapi dalam urusan grafik akan lebih bagus di tingkat kan lagi",POSITIF
3,"Gameplay bagus + gampang- grafik bagus - detai detail juga oke di gamenya . Cara ngedapetin uang juga gampang . Overall bagus banget cuman tinggal nambahin beberapa kota aja . Ada kekurangan tentang adanya "" ADS / IKLAN "" yg menurut gua ganggu banget pas ditengah loading selesai main atau masuk game . Karena di iklan nya kadang suka ada bug dan ganggu banget . Pliss think about "" ADS/IKLAN "" ganggu parah sumpah .",NEGATIF
4,"mantap gamenya tp perlu di maksimalkan lagi terutama penambahan map kota lainnya, jalanan yg lebih menantang lg lewat perbukitan, pulau sulawesi bsa jadi rekomendasi berikutnya, akses via kapal feri dari surabaya. untuk multi playernya jg harus optimalkan lg, misalnya ada setoran atau point yg di dapat bila menyelesaikan tugas, kalau konvoi ya harus sesuai topik, biar teratur tidak asal ngebut, kendaraan2 lainnya jg di masukkan, perbaikan mobil (pengurangan poin) bila sering nabrak, dll. thanks",POSITIF
5,"Ya, game menyetirnya sangat bagus, saya suka semuanya, tapi yang kurang hanya Mapnya, kalau menurut saya sepanjang jalan sama semuanya, baik jalan, maupun rumah, yang berbeda hanya ciri khas kotanya saja. Juga kendaraan terlalu lambat, sehingga menjadi lebih lama ketika berkendara. Baik terimakasih atas gamenya saya suka sekali 👍👍❤️ Namun setelah di update, map manjadi lebih baguss, ada kota saya lagi wkwk dan kendaraan sekarang menjadi lebih cepat.",POSITIF
5,"Suka banget sama game nya, kalo boleh kasih saran, utk maleo upgrade dong dari segi : - grafis yg lebih realistis - map yang lebih banyak - rasa mengemudi yg lebih nyata - bus yang lebih banyak & bisa di modifikasi lebih leluasa lagi - mode game yg lebih bervariasi - kalo ada mode yg lebih komersil lagi asik kayanya, ngambil penumpang nya memang di terminal ga angkut liar, terus ada sistem tiket nya, bakal seru pasti. Terima kasih atas kesempatan nya semoga bisa di realisasi.",POSITIF
4,"untuk gamenya sendiri cukup bagus, ada beberapa kekurangan 1. jalan kurang luas 2. grafiknya tolong disempurnakan 3. untuk pendapatan tolong ditambah 4. fariasi mobil bis, kondisi jalan, kondisi kota tolong diperbagus lagi 5. yang paling parah adalah iklan setiap kita mau main tolong hilangkan itu, kecuali kalo kita mau nyeper",POSITIF
4,"Untuk membantu pengembangan game ini supaya lebih realistis lagi dan lebih banyak player. Dari pengalaman pribadi saat bermain,mungkin pengembang bisa memperbaiki tokoh penumpang/siswa ,karena sangat janggal jika dilihat dari kehidupan nyata . Kemudian mohon ditambahkan supaya saat penyebrangan kapal jangan langsung di skip sampai ke penyebrangan selanjutnya,supaya dirancang sedemikian rupa diprogram untuk bisa ikut merasakan penyeberangannya , Mungkin itu dulu yg perlu diperbaiki dan ditambah..",POSITIF
3,"Tolong kembangkan lagi untuk segi grafik, open world, jumlah kota2 kecil di Indonesia, detailnya bangunan/alam, sebesar apapun ukurannya nanti yg penting perkembangannya bagus saya kasih bintng 5 setelah berkembang. Ini game udah agak lama lohh masa perkembangan gitu2 aja hehe....... Satu lagi yg paling di harapkan para player BUSID tambahkan mikrofon untuk mode mabarnya!! Supaya bisa berkomunikasi satu sama lain🙏🙏🙏🙏🙏",NEGATIF
4,"Tolong dong ambil penumpangnya cukup di terminal aja, terus waktu lebih real lagi, masa dari wonogori ke solo butuh waktu 4 jam, tambahin kendaraan di jalan lebih ramai lagi, terus kendaraan lainnya jgn suka nabrak-nabrak,perbaikan bug lebih optimal ya, intinya klo bisa games ini lebih kelihatan real lagi. Overall sih saya suka games ini, terima kasih !",POSITIF
3,"Tolong tim MALEO kalo bisa di tambahkan fitur"" yg lebih nyata seperti,penumpang bisa kelihatan di dalam bis dan bisa singgah d warung utk memperbaiki bus peningkatan grafik yg lebih HD setiap perjalanan kalo bisa di tambahkan rumah"" yg berbeda-beda agar kami tidak bosan. Saya rela size nya di tingkatkan yg penting ulasan di atas bisa di terapkan. TIM MALEO tolong harus ada update besar-besaran untuk menerapkan fitur"" di atas.SALAM BUSSID",NEGATIF
5,Overall udah bagus game nya. Walau terlihat beberapa ornamen kota itu copy paste saja. Untuk penumpang jg itu itu aja. Mungkin harus nya orang pake tas besar seperti mau keluar kota design penumpangnya. Dan juga transisi map saat sebelum loading iklan dan sesudah loading iklan jangan terlalu jauh lah berubah nya. Di beberapa kota ada yg berubah total sebelum loading map ada di pedalaman jalan tanah kanan kiri hutan sawit dan setelah ikaln loading map berubah jadi jalan masuk toll.,POSITIF
3,"entah kenapa lama2 bosen main game ini, monoton banget. update cuma penambahan kota, tapi mode sama aja. bis nya kan AKAP, harusnya berangkat dari terminal langsung ke tujuan, bolehlah ada tambahan beberapa penumpang dijalan. traffic udah real, kendaraan dibelakang skrg udah bisa nyalip, keren sih tapi kurang greget karna modenya itu2 aja. Bikin mode P.O atau Pariwisata, tambah patwal di jalan tol, supir bisa rehat di beberapa rumah makan, pasti lebih greget mainnya. semoga next update terkabul.",NEGATIF
4,"Saran ya buat developer, Untuk kamera di mode supir tolong bisa di ubah, jadi sesuai dengan posisi supir aslinya biar enak dann seperti real benar benar membawa bus gitu, jadi sesuai kenyamanan pengguna, jadi bisa di atur tata letaknya seperti naik-turun dan kanan-kiri, biar gak bosan juga di mode supir, sukses terus buat developer dan admin-adminnya.",POSITIF
5,"mantap game bagus, grafis terlihat nyata, apalagi klo ngelayap dari surabaya solo, jalurnya banyak tikungan, tanjakan, dan yg paling seru adalah adanya jembatan kelok sembilan di sumatera. pokoknya mantap lah game ini, cuma klo bisa ada jalan kereta apinya biar lebih seru aja, dan klo mau mabar bayarnya jangan mahal, 10000 aja soalnya lama ngumpulin uangnya lagi, tapi tetep aku suka. mantap....!",POSITIF
2,"Kualitas dan peningkatan grafis sudah oke, tolong diperbaiki untuk masalah bug ketika main suka macet², patah², padahal sinyal oke hp mendukung !. Mungkin ada bug untuk semua map di versi 3.6.1 ini. Mohon segera diperbaiki untuk kenyamanan bermain dan menyenangkan !. Terimakasih.",NEGATIF
5,"Ada beberapa saran yang saya tambahkan: 1. Untuk posisi tombol2 dan setir agar dapat diatur sesuai selera (seperti tombol lampu sein dan yang lainnya karna terkadang sering terpencet bila menggunakan mode setir) 2. Untuk lampu tambahan (seperti small light, big light, dan small beacon) itu harus benar2 nyala seperti lampu utama apalagi pada saat malam., Bukan hanya hiasan saja. Itu saja mungkin tambahannya. Overall, its nice. Sangat mantap sekali.",POSITIF
5,"Game lumayan bagus, namun perlu penyempurnaan latar belakang/view alam dan bangunan, unruk menghindari kejenuhan pengguna. Maleo ssbagai Pengembang game, menciptakan game game baru yang memiliki koneksi antar game, sehingga point atau nilai rupiahnya bisa turut diperhitungkan antar game. Oh ya, segera tambahi kota kotanya, terutama wilayah Jawa, Sumatera dan di Bali. Saat ini ada kerusakan pada sistem view dari dalam bus yang benar2 ngaco. Sering ngelag pada setup scane, koneksi sering terputus.",POSITIF
4,"(MODE SIKAP SERIUS BERBICARA) Terima kasih ya kak buat game nya, tapi ada yg kurang, (1) tambahin kota nya yg banyak agar tidak bosan dengan kota yg ada (2) tambahkan pejalan kaki yg ramai (3) tambahkan efek hancur ( kempot atau semacamnya) ketika menabrak sesuatu (4) tambahkan musim nya seperti musim gugur (5) grafis nya tolong di realistic kan lagi. Itu saja yg aku ingin kan dari game ini terima kasih MALEO. (Tolong beri jawaban agar kami tidak penasaran terima kasih)",POSITIF
5,"kembangkan terus ya !!! Tambahin fitur"" lain gans,,game ini sangat menyenangkan,,tambahin mode tv,,lagu,,radio dan segalanya... Kembangin trus. Update selanjutnya animasi orang dalam bus harus keliata biar tambah bagus,terlihat ada penumpang sungguh menarik buat para player bussid. Terus bisa buka garasi,mesin belakang biar tambah bagus lagi. Thanks saran dari saya :)",POSITIF
3,"Sejak pembaruhan control ukuran setirnya jadi kecil, pada kecepatan tinggi sering limbung kalo buat nikung. Saranya sih dikembalikan ke model versi sebelumnya saja, + peletakan sein hendaknya diatas pedal gas/rem berdampingan dengan lampu dim. Atau tambahin aja menu setting control by user. Dan juga kalo bisa ditambah retarder/eksos break. Terimakasih",NEGATIF
2,"Grafiknya bagus tapi lebih bagus lagi kalau lebih realistis khususnya gedung-gedung di tiap kota dan ketika Narik, Players lain yang online juga diperlihatkan itu pasti bakalan serruuu apalagi bisa rebutan penumpang hhh... O iya, opsi untuk Main Bareng ternyata kurang asik, itu terlihat seperti untuk balapan bus saja... hmm... Ditunggu jalur pantai selatannya!!! Makasih :)",NEGATIF
2,"Tolong fitur map nya diperbaiki dahulu agar tiap tempat tidak ada lagi loading"" map. Jadi jalur itu tidak pernah putus, saya percaya developer bisa memperbaiki nya. Ketimbang harus membuat pejalan kaki atau realistis"" yang sebetulnya tidak penting karena itu hanya optional untuk smartphone kelas menengah keatas. Kalau hp kentang bakal lag Untuk penambahan kota bisa menyusul yang penting jalurnya saja diperbaiki agar tidak ada lagi loading"" map",NEGATIF
5,"Saya harap di updatetan selanjutnya map nya di tambah,bisa melihat penumpangnya ,yang paling penting kota kota jangan sama di beda bedain,terus kita sedang mencari penumpang di perjalanan ada kecelakaan,razia,bencana alam,trimks tim maleo.",POSITIF
4,"Assalamualaikum... Update secara keseluruhan sudah bagus.. Tapi kok untuk map baru dipakai masih ngelag yaa..kalau jalan atau map lain bagus. Padahal kualitas graffic, kepadatan traffic dan yang lainnya sudah kualitas rendah. Hp ram 3 gb. Jadi tolong graficcnya kalau bisa di betulin lagi...sama halte nya terlalu dekat ke jalan... Terima kasih",POSITIF
4,"Game simulasi paling keren menurut saya (Di Hp), hanya saja ada yg kurang seperti Grafik nya, Rute perjalanan, pilihan Bus, Aksesoris Untuk bus, Halte dan Terminal, dan penambahan fitur lainnya. Kepada tim Maleo, tolong di tingkatkan semua kekurangan nya dan tambahkan semua fitur yg belum ada 🙏😊",POSITIF
2,"Game bagus yang kreatif dengan tema tersendiri, unik dan familiar khas Indonesia, secara permainan sangat bagus. Namun secara teknis game sangatlah buruk, iklan bertebaran dimana-mana dan tidak bisa diskip, saya tidak keberatan dengan fitur iklan saat ingin membeli barang atau ceperan, namun usahakan untuk mode main bareng harga dimurahkan, dan JANGAN MENARUH IKLAN DI LOADING SCENE SETIAP MAP ,saat masuk ada iklan pindah kota ada iklan game selesai ada iklan, saya sangat keberatan dengan itu",NEGATIF
3,"Abis update yg kmaren makin mantap nih bussid. TAPI untuk bug nya makin parah dan tampilan garasi nya yg amburadul, gak sesuai ma abjad. jauh lebih bagus tampilan yg versi kmaren.. Jadi bintang ny cukup d 3 aja, tolong untuk upgrade selanjutnya, fokus sama bug dan tampilan garasi... Trims team Maleo..",NEGATIF
5,"mantab, saya ngikutin perjalanan panjang game ini.. luar biasa.. Ada masukan dari saya, untuk update selanjutnya coba utk steering wheel dibuat lebih real, jadi kalo kendaraan berhenti strir gk kembali, semakin cepat laju semakin cepat juga strir kembali, sebaliknya semakin lambat laju semakin lambat juga stir kembali, supaya kontrol lebih nyaman dan terasa real, karena menurut saya selain grafis yang keren game juga butuh kontrol yang nyaman agar user tidak bosan dan merasa nyaman..",POSITIF
4,"Best game 👍 Upgrade terus & kembangkan Tetapi akan selalu ada PR buat para kreator Busid,yaitu : 1. bosan dengan rute yg hanya seperti memutar di area yg sama dalam perjalanan. jadi tolong di buat rute yg lebih real atau sesuai dengan setiap daerah. 2. Di adakan jalur yg terdapat lintasan kereta api & jangan lupa sesekali ada kereta yg melintas. 3. di tambahkannya berbagai macam kendaraan. 4. di adakan point ( - ) jika bis nyerempet kendaraan lain & kendaraan real baret,penyok/hal serupa lainnya",POSITIF
5,"good tingkatkan terus,saran saya untuk map bisa di mod ya developer karena biar ada suasana tersendiri di suatu daerah,grafik sudah ok dan bisa ditingkatkan lagi,untuk pantulan cahaya tambahkan seperti seinnya cahayanya terpantul ke aspal dan lampu belakangnya,kalau bisa ya,saya akan mensupport terus mas Daud untuk terus mengembangkan bussid.",POSITIF
3,"Perlu banyak perbaikan.. Mulai dari grafik penumpang, peta tujuan yang sangat sedikit, dan aksesoris bus interior yang terlalu minim..seharusnya dengan data yang besar ketika mendownload bisa membuat player puas..ini pesan saya agar player tidak bosan memainkannya..",NEGATIF
5,"Saya kasih bintang 4 dulu karena masih ada yg kurang, Mohon untuk developer game nya untuk menambahkaan knalpot srigala dan ngir. Trus di perbagus lagi grafik nya, trus jalan nya dibikin real, gak kotak kotak, trus ditambah jalan lumpur dan trafik nya bisa nyelip,trs kota nya diperbanyak lagi. Untuk Developer game nya tolong dibaca 👍👍👍👍👍👍",POSITIF
5,"Saya suka game ini grafiknya sesuai kota kota di Indonesia,,tpi.. saya harap kedepannya bisa lebih bagus lagi. Untuk menjadi lebih baik lagi semoga di tambah edit di garasi biar bisa modif"" dan jalanny masih muter"" waktu map Semarang-cirebon. Masih jalan yg sama bisa kah di bikin seperti jalan yg ada EST,??",POSITIF
5,"Untuk apdet an yg terbaru ini v 3.6, susah optimal dari sebelumnya sih,,cuman masih ada beberapa bug,, saat traffic nge dim lampu,malah jadi kotak putih,, untuk lainnya sudah optimal banget sih,,cuman mau kasih masukan ajh,klo bisa di apdet an selanjutnya,, Di mana saat kita rating/ sen,strobo nya ikut nyala sesuai arah rating,itu ajh sih juga dah keren bagi saya🙏 Sukses terus untuk maleo dan Timm,",POSITIF
3,"grafiknya pada karakter manusianya masih flat ada beberapa bug 1. seperti saat roda bis kita terlalu mepet dengan besi yg di pinggir trotoar pasti akan nyangkut mau diapakan tdk bisa gerak kecuali ngulang dri awal , lalu 2. Saat kita sebagai sopir yg keluar dari bis kita kemudian menghalangi bis lain tepat di depanya saat melintas kemudian kita meloncat maka kita bakal jatuh ke bagian map paling dasar , trus 3 saat udah di pertengahan jalan kadang suka kejet kejet tampilan layar gamenya",NEGATIF
4,"Bagus.. Tetapi bisakah saya minta tolong. 1.segerakan narik pada mode main bareng 2.tambahin pariwisata pada mode main bareng 3.Dulu kita bisa melihat sampai belakang dan melihat penumpang saat berkendara di kursi sopir 4.kayaknya dulu penumpang keliatan di kaca tapi sekarang kok hanya kursi kosong. 5.tambahin jenis kendaraan yang berlalu lalang. Seperti elf, tambahin rel kereta api juga dan stasiun. Suruh kendaraannya bisa salip menyalip. Itu dari saya. Semoga bisa bermanfaat untuk bussid.",POSITIF
5,"Gamenya bagus banget bagi yang nggak download bakal nyesel lho.tpi ada yang harus diperbaiki yaitu: 1. Saat aku main offline,pas ditengah perjalanan, tiba-tiba aku keluar dari gamenya mohon diperbaiki ya 2. Traffiknya kalau ngerem jangan mendadak,apalagi pas lampu merah rem busnya juga dipakemin sedikit 3. Pas aku mau beli barang-barang buat dimodifikasi,kok malah ada tulisan""game masih dalam pemeliharaan"" tolong di perbaiki ya Mungkin itu untuk beberapa yang harus diperbaiki bugnya ya",POSITIF
5,"Gamenya sudah bagus tapi tolong ditingkat kan lagi, kalo menurt saya yang kurang. 1.trafiknya nggak bisa ngeblong, 2. Ditingkat kan lagi grafiknya, 3.tambahin map yang exstrim dan tambahkan lagi peta di beberapa wilayah. itu saja dari saya tolong untuk Tim maleo segera update, itu saja dari saya trimakasih",POSITIF
4,"Memang sangat bagus game nya, memuaskan juga apbila kita bermain, tapi ada kekurangn nya sedikit yaitu tentang view nya di berbagai wilayah masih sama saja alias pasaran masa terminal bungurasih sama dengan terminal senen view luar terminal nya juga sama ,gitu juga dengan mobil lain yang kadang gak punya arah tujuan kalo mau belok ada yang masih ragu2, tolong ini di perbaiki kalo bisa di buat semirip mungkin dengan view asli nya",POSITIF
4,"Seru tp beberapa bagian terkesan tidak realistik, seperti scene penumpang tidak ada halte, anak sekolah naik pada jam tidak wajar seperti malam hari dengan tujuan luar kota, semua penumpang turun di terminal (lebih baik ada interaksi penumpang minta turun di halte). KHUSUS KOTA SOLO, di update dong scene nya. Sekarang kan ada ikon TUGU KERIS di dekat terminal, kasih lah biar menambah kekhasan kota solo. Fitur NGLAYAP mending di ganti fitur TOUR WISATA bakal lebih SERU.",POSITIF
5,"Game bagus, terus update dengan penambahan kota, bisa versi mod mabar, bisa ada tambahan effek debu ketika melewati jalanan tanah, effek cipratan air hujan ketika melewati gelombangan air atau posisi pas hujan. Berharap update an selanjutnya seperti itu... Aamiin.. sukses terus buat game bussid. Perkembangan yang cukup pesat. Bisa sampe Di titik ini juga sesuatu yang wow. ☺️",POSITIF
5,"Game nya udah bagus!...cuma masih banyak kekurangan nya,?! Seperti di map Jambi setiap loading kok jdi pindah ke map Sumatra gitu kenapa gak ke map yg lebih extream gitu kan lebih menarik lagi tuh..? Maaf bukan ngasih tau cuman ada rasa bosan nya juga kalo gitu terus. Kalo bisa map baru nya di tambah lagi map Jawa barat yg saya tunggu, Update nya di tunggu sekali ni.. Segitu dulu kira² sekian dan terimakasih",POSITIF
5,"Untuk geme ini bagus kalau bisa tambahin pesan suara biar lebih enak kalau mabar, dan mapnya di perdetail juga, bisa salip salipan,penumpangnya kelihatan dari luar dan masuk penumpang di pernyata,map jawa di perbaiki,bisa kejar penumpang dan,kalau bisa tambahin razia polisi ,dan jalur kereta api bisa lewat. Cukup itu saja.",POSITIF
3,"Saya sangat suka dan sangat kagum dengan semua fitur bussid dari yg versi pertama. Tapi Untuk bussid v3.3.2 masih kecewa di mode ""main bareng"", koneksi sering rerputus dan harus keluar ke menu utama, ketika kita masuk kembali ke mode tsb kita kembali di rerminal awal. Saya harap segera ada perbaikan untuk masalah pada mode main bareng. terimakasih.",NEGATIF
3,"Game ini bagus, lebih bagus lagi kalok ditambah atau di ganti mode narik ke mode akap supaya yg main tidak merasa ngantuk atau ada tantangan, dan juga kendaraannya di perbanyak seperti elf, truk gandeng, dll. Itu saja dari saya mudah mudahan di ganti secepatnya",NEGATIF
5,"bagus dan keren, tapi kalau bisa seperti ETS2 dari segi rute, bis indonesia semua yang lewat dan bisa nyalip kendaraan lainnya, maps, dan isi das bor yang bergerak, ini harapan saya buat game ini biar betah, gpp RAM banyak tapi kualitas terbaik, itu saja, biar lebih real seperti di ETS2 versi indonesia. makasih. ditunggu updatenya. dikasi crash ketika tabrakan, peyot gitu, dan bunyi ketika gesekan seperti asli, bisa muter tv dan dengar mp3. makasih maleoo",POSITIF
5,"Dari semua game simulator di android, BUSSID adalah game TERBAIK, Grafik paling BAGUS, Gameplay paling seru dan serasa Real dengan suasana nya cita rasa INDONESIA BUAANGEETT.. #Hanya 1 saja kekurangan pada game ini, 1 doang.. pada mode (NARIK) tolong dong ke pihak developer (SEWA/PENUMPANG) ditampilkan di kursi nya masing-masing, supaya lebih seru dan lebih Real lagi. Udah itu aja 👌 selain dari itu RECOMMENDED 👍",POSITIF
3,"Menurut saya udah bagus, tapi ini masukan mode bus di trafiknya jangan itu2, swsuain sama di kotanya. Dan untuk map bisa di tap. (Dibuka) di in game. Penambahan rel kereta api. Dan untuk efek hujan di detailkan lg. Mksih",NEGATIF
5,"Keren. Sekedar saran untuk update selanjutnya, buat sistem tabrakan sedikit realistis, tambahkan variasi kendaraan di jalanan dan buat simulasi macet dan razia polisi di daerah perkotaan juga, buat penumpang yang lebih bervariasi dan jalur turun yang tidak selalu di terminal. Selebihnya terus semangat ✌️",POSITIF
5,"game ini sangat bagus untuk dimainkan untuk para bus mania karena grafik yang HD dan kota kota sangat mirip dengan indonesia, tapi masih sedikit karang contohnya jalan pantura, tol nya kurang ramai, perkampungan, modif bus nya di banyakin,mobil lain bisa nyalip, kalau narik ambil penumpang nya di terminal aja,dan tambahin efek kalau habis hujan jalan terlihat berain dan kalau lewat tanah ada debu !sukses terus MALEO BUSSID!",POSITIF
5,"Keren banget game ini aku suka banget mainnya. Dan cukup puas updatenya kali ini semoga update berikutnya map nya ditambah klo bisa map sulawesi, dan kendaraan lain bisa saling melambung(overtake), Tambah juga bis-nya, dan graphiknya ditambah lagi, gak apa apa filenya besar yang penting memuaskan. Sukses selalu buat maleo. Terima kasih",POSITIF
4,"hallo team maleo,untuk saat ini gamenya sudah bagus dengan adanya tambahan aksesoris dan map baru,namun ada beberapa bug yang saya temui ketika bermain bussid.contohnya yakni map yang eror (bug) pada saat mode main bareng.mungkin kedepannya bisa diminimalisir untuk bug2nya.. tetap buat semangat team maleo dalam mengembangkan game bus simulator indonesia nya...",POSITIF
4,"tolong di upgrade khusus di iphone juga, rutenya perlu ditambah lagi, terminalnya ditambahkan, peta pulau jawa sama semua gak ada perbedaan, ditambahkan juga jalan tolnya seperti rilnya, penumpangnya di dalam bis harus terlihat, kaca spion di dalam bus harus terlihat, ada tombol buat menyalakan ac,, interiornya harus diperbaiki lagi, dan tombolnya perlu diperbaiki, mode automatic perlu diubah seperti bus aslinya, semoga saran saya didengarkan dan celat upgrade aplikasinya",POSITIF
4,"Aplikasinya keren, tp tolong lah di perbaiki masalah penumpang biar sesuai sama jam nya nunggu bis,, masak anak sekolah nunggu bis tengah malam,,. Sama biar bisa lebih seperti kenyataan, tolong di setting juga biar ada penumpang yang turun di jalan, tidak harus di terminal,,. Untuk jalan, kl bisa karena mainnya online, map nya update otomatis, jd tidak lompat"" jalannya,, terima kasih",POSITIF
2,Ketika iklan selesai selalu nge bug jadi hitam2..gk nyaman..tolong batesi lah iklannya..atau iklan bisa langsung di skip.. berulang kali aku main selalu begitu jadi keluar masuk game mulu ribet.. Tinjau balik ulasan saya berikut ini.. terimakasih,NEGATIF
4,"Mohon di bagian interiornya untuk saklar² (lampu², wiper, dan rem tangan), penunjuk bahan bakar, dan suhu mesin (untuk yg varian SDD) difungsikan (bisa bergerak) supaya lebih riil. Tidak hanya kemudi, speedometer, lampu indikator dan tacometernya. Ditunggu pada update yg terbaru. 🙏🏻🙏🏻🙏🏻",POSITIF
5,"Game bagus,ada peningkatan signifikan,tapi Masalah audio/suara.Masalah suara dari mobil/bis sangat kecil ketimbang suara petir/gledek,dan kemacetan yang terjadi, padahal saya sudah atur kemacetan jadi padat,tapi nyatanya tidak ada bedanya dengan sedang,Dan masalah grafik ,untuk grafik high sangat bagus cuman tingkat sedikit lagi agar seperti aslinya contoh untuk bayangan digrafik high diatur kalau jam segini Maka banyangan akan disini dan seterusnya.",POSITIF
5,"Game nya sudah bagus, cuma saya mohon map nya lebih di perbanyak untuk kota2 tiap provinsi, klau bisa semua kota ada di map, detail map nya di perbaiki juga seperti penambahan icon-icon bangunan tiap kota yg berbeda2 , grafik map nya lebih tajam lg, trus arus lalu lintas nya ada yg macet, ada kendaraan yg menyalip, dan beri jalur yg real di Indonesia seperti bisa memilih lewat jalur bawah (jalur Pantura) dan bisa lewat jalur via tol . Semoga Maleo bisa segera mewujudkan terimakasih",POSITIF
5,"Assalamualaikum gamenya sangat bagus untuk update selanjutnya, tambahkan pejalan kakinya,tambahkan kota kota yang ada di INDONESIA,tambahkan pada Mabar bisa memakai mod,tambahkan mobil mobilnya lagi,tambahkan saat hujan ada percikan air saat naik kendaraan,dan perluas wilayahnya,tolong masa kecepatan kendaraan masa lama banget tolong diperbaiki, dan grafik tingkatkan,satu lagi yaitu saat rem tolong diperbaiki suara remnya,oke makasih permainannya",POSITIF
3,"Grafik masih terkesan kaku, bisa ditingkatkan lagi kualitasnya, resolusi minimal hd atau full hd, texture detail, antialiasing, vsync, msaa x4, frame per second juga bisa ditingkatkan supaya gerakan lebih halus, ukuran besar tidak masalah, yg penting playable dan gambar enjoyable",NEGATIF
4,"sudah bagus tapi masih ada kekurangan. 1.grafik masih kurang Hd 3d 2.setir nya terlalu banting badan bus,, kurang halus setiap belok agak susah dan takut crash sama mobil lain. 3.bensin nya kenapa ga habis habis,utuh terus masa begitu 4.mode supir mengantuk, dan sedia kan mode sleeper di sisi jalan. 5.siapkan juga mode istirahat buat supir dan penumpang,,masa jarak jauh ga tidur ga jajan ga apa... klo bisa di buat seperti kehidupan nyata... selebihnya udah baik, smoga game ini jd yg terbaik",POSITIF
4,"Gamenya sudah bagus, jalanan sudah banyak bangunannya jadi terkesan lebih hidup daripada pas awal-awal rilis, cuma sayang terlalu banyak iklan, mau keluar game aja ada iklannya hadeh, jadinya agak mengganggu, mungkin kedepannya bisa diminimalisir iklannya. Terimakasih, jaya terus Bussid",POSITIF
5,"Tolong di update lagi devoloper, update lagi kendaraannya yang bisa saling menyalip, lalu maps2 sebelumnya di perbaiki lagi atau di tambah lagi jalan2 yang baru jalan yang sempit sama jalan yang belok2, biar tidak gampang bosan. Sementara sudah sangat bagus, di kembangkan lagi. Terimakasih.",POSITIF
5,"Game nya sangat bagus, seru untuk dimainkan. Sekedar saran sih, tambahin fitur voice dong 😁 biar pas mabar bisa tetep komunikasi, tanpa harus ngetik dan ketutupan keyboard. Sama satu lagi, maps nya diperluas lagi kalo bisa, biar tambah seru, atau kalo bisa maps nya dari google maps aja atau Google street view. Maaf banyak permintaan nya. Intinya game nya mantep dah 👍👍👍",POSITIF
4,"kalau bisa kedepan nya di tambahkan mode gampad via bluetooth/keyboard&mouse via otg tanpa harus memakai aplikasi pihak ke 2 , dan di ganti cara menggeser layar untuk melihat ke kanan/kiri dengan cara di tekan , agar memudahkan control melihat .. kedepan nya semoga tambah baik dan bisa open world tanpa harus loading map ..",POSITIF
5,"Saya sangat nyaman bermain busid Grafiknya ok, juga di bikin rame seperti aslinya. Mobil lain saling menyalip, dan semoga versi 2.9.1 lebih enak lagi grafiknya di tambah keren lagi,juga rute di tambah lagi, kalau narik penumpang jangan di pinggir jalan langsung di terminal atau di bikin halte, dan juga satu lagi kalau lagi mabar bus teman kalau di kamera kita jangan pecah pecah.•semoga sukses selalu team dan cepat update h3h3h3! SALAM BUS MANIA!",POSITIF
5,"Tambah kan mode AKAP dong,tolong juga buat depelover nya bussid kenapa akhir-akhir ini kok iklannya ada yang beberapa tidak bisa di skip (tombol ×),itu dari gamenya atau dari iklannya?,soalnya waktu mau ambil bonus,nyeper,keluar kota,dan lain-lain.itu iklannya tidak ada tombol ×.jadi tolong diperbaiki.",POSITIF
5,"Mantep nih, saya baru bisa kasih komen sekarang.. Main dari awal bussid keluar,untuk kedepannya, tambahin dong transmisi manual, dan kota kotanya di perbanyak, mode narik dan pariwisata di bedain, kendaraan lain juga harus bisa nyalip, ketika nabrak bisa juga harus rusak .. Buat sementara itu dulu sih, karna saya ngerti bikin game simulator itu susah.. Thx maleo.. Sukses terus..",POSITIF
2,"Saran saya!! Tolong perbaiki dan tambahin!!! Harus!!! 1. Pas loading di per kerenkan lagi gambarnya! 2. Tampilan menu di update lebih bagus lagi! 3. Kalau mau main bareng bayarnya jangan 40.000, 5000 aja! 4. Map nya tambahin yg banyak lagi!! 5. Tolong tambahin kota Kaloran Temanggung!! 6. Map nya agak di full in aja, jangan sedikit"" loading map! 7. Mohon dikasih dua rem: belakang, depan. Karena 1 rem kurang nyakram! 8. Tambahin orang berjalan atau jualan, biar realistis!!fitur keren harus!!!!!!!",NEGATIF
